"","Name","Birthday","ContractDate","AgeAtSigning","ContractLength","AAV","SalaryCap","pctCap","TOI","Goals60","Assists60","Points60","PlusMinus60","PenaltyMinutes60","EvenStrGoals60","EvenStrPoints60","ppGoals60","ppPoints60","shGoals60","shPoints60","GameWinningGoals60","Shots60","COLA","fBracket","fRate","fMarginal","sBracket","sRate","sMarginal","Local","contractSeason","prevSeason","pyTOI","pyGoals60","pyAssists60","pyPoints60","pyPlusMinus60","pyPenaltyMinutes60","pyEvenStrGoals60","pyEvenStrPoints60","pyppGoals60","pyppPoints60","pyshGoals60","pyshPoints60","pyGameWinningGoals60","pyShots60","GoalsChange","AssistsChange","PointsChange","PlusMinusChange","PenaltyMinutesChange","EvenStrGoalsChange","EvenStrPointsChange","ppGoalsChange","ppPointsChange","shGoalsChange","shPointsChange","GameWinningGoalsChange","ShotsChange","TOIChange","fTaxes","sTaxes","lTaxes","Escrow","Agent","netIncome","LANI","Country.Austria","Country.Belarus","Country.Belgium","Country.Canada","Country.Czech Republic","Country.Denmark","Country.Estonia","Country.Finland","Country.France","Country.Germany","Country.Italy","Country.Kazakhstan","Country.Latvia","Country.Netherlands","Country.Norway","Country.Russia","Country.Slovakia","Country.Slovenia","Country.Sweden","Country.Switzerland","Country.Ukraine","Country.United Kingdom","Country.United States","Team.ANA","Team.ARI","Team.ATL","Team.BOS","Team.BUF","Team.CAR","Team.CBJ","Team.CGY","Team.CHI","Team.COL","Team.DAL","Team.DET","Team.EDM","Team.FLA","Team.LAK","Team.MIN","Team.MTL","Team.NJD","Team.NSH","Team.NYI","Team.NYR","Team.OTT","Team.PHI","Team.PHX","Team.PIT","Team.SJS","Team.STL","Team.TBL","Team.TOR","Team.VAN","Team.VGK","Team.WPG","Team.WSH","Handed.L","Handed.R","Position.C","Position.L","Position.R"
"1945","Gustav Nyquist",1989-09-01,2019-07-01,29,4,5500000,79500000,0.0691823899371069,1418.85,0.930330901786658,1.60693519399514,2.5372660957818,0.0422877682630299,0.507453219156359,0.845755365260598,2.02981287662544,0.0845755365260599,0.507453219156359,0,0,0.12686330478909,8.6267047256581,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2019,2018,1463.7,0.860832137733142,0.7788481246157,1.63968026234884,-0.0819840131174421,0.819840131174421,0.737856118056979,1.31174420987907,0.122976019676163,0.327936052469768,0,0,0.0819840131174421,8.73129739700758,0.0807343975755013,1.06322021355323,0.547415160164922,-1.51580505338831,-0.381033935934031,0.146233451974017,0.547415160164923,-0.31225992881559,0.547415160164923,0,0,0.547415160164923,-0.0119790526646505,-0.0306415249026441,1972149,691025.358,0,742500,220000,1874325.642,1855767.96237624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"1951","Evander Kane",1991-08-02,2018-05-24,26,7,7000000,75000000,0.0933333333333333,1527.5,1.13911620294599,0.981996726677578,2.12111292962357,-0.353518821603928,3.22094926350246,0.864157119476268,1.61047463175123,0.117839607201309,0.353518821603928,0.157119476268412,0.157119476268412,0.0785597381342062,12.0589198036007,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2018,2017,1344,1.25,0.669642857142857,1.91964285714286,-0.758928571428571,5.04464285714286,1.11607142857143,1.5625,0.133928571428571,0.357142857142857,0,0,0.223214285714286,11.6071428571429,-0.0887070376432078,0.466448445171849,0.104951851710882,-0.534186964474824,-0.361510942456151,-0.225715220949263,0.0307037643207856,-0.12013093289689,-0.0101472995090015,0,0,-0.648052373158756,0.0389223215409794,0.136532738095238,2527149,890525.358,0,945000,280000,2357325.642,2333985.78415842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"1954","Timo Meier",1996-10-08,2019-07-01,22,4,6000000,79500000,0.0754716981132075,1323.4,1.36013299078132,1.63215958893759,2.99229257971891,0.408039897234396,2.49357714976576,1.08810639262506,2.49357714976576,0.272026598156264,0.453377663593774,0,0.0453377663593774,0.0906755327187547,11.3344415898443,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2019,2018,1204.2,1.04633781763827,0.747384155455904,1.79372197309417,0.0996512207274539,2.54110612855007,0.896860986547085,1.59441953163926,0.149476831091181,0.199302441454908,0,0,0.199302441454908,10.4633781763827,0.299898529761006,1.18382952999849,0.66820311319329,3.09468036874717,-0.0187040510627705,0.213238627776938,0.56394041861871,0.819857941665407,1.27482242708176,0,0,-0.545035514583648,0.0832487748008377,0.0989868792559374,2157149,757525.358,0,810000,240000,2035325.642,2015173.9029703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"1958","Kyle Brodziak",1984-05-25,2018-07-01,34,2,1150000,75000000,0.0153333333333333,1090.8,0.55005500550055,1.26512651265127,1.81518151815182,0.715071507150715,1.81518151815182,0.495049504950495,1.65016501650165,0,0,0.055005500550055,0.165016501650165,0.11001100110011,6.21562156215622,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2018,2017,772.8,0.62111801242236,0.543478260869565,1.16459627329193,0.15527950310559,2.09627329192547,0.62111801242236,1.16459627329193,0,0,0,0,0.15527950310559,4.27018633540373,-0.114411441144114,1.32783278327833,0.558635863586359,3.60506050605061,-0.134091186896468,-0.202970297029703,0.416941694169417,0,0,0,0,-0.291529152915291,0.455585558555856,0.411490683229814,362649,61917.314,11500,155250,46000,512683.686,1068091.0125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"1961","David Backes",1984-05-01,2016-07-01,32,5,6000000,71400000,0.0840336134453782,1519.43333333333,0.829256521071452,0.947721738367374,1.77697825943883,0.157953623061229,3.2775376785205,0.513349274948994,1.26362898448983,0.315907246122458,0.513349274948994,0,0,0.118465217295922,6.63405216857162,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2016,2015,1490.66666666667,1.04651162790698,1.28801431127013,2.3345259391771,0.28175313059034,4.18604651162791,0.644007155635063,1.69051878354204,0.402504472271914,0.644007155635063,0,0,0.120751341681574,7.36583184257603,-0.207599324309501,-0.264199372573108,-0.238826937144595,-0.43938999815094,-0.217032665686769,-0.202882653620868,-0.252519997534586,-0.215145997411316,-0.202882653620868,0,0,-0.0189324967641447,-0.0993478658818377,0.0192978533094814,2157149,323817.314,60000,810000,240000,2409033.686,5018820.17916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1976","Alexander Steen",1984-03-01,2016-09-23,32,4,5750000,71400000,0.0805322128851541,1364.56666666667,0.747490045679947,1.53895009404695,2.2864401397269,0.131910008061167,2.11056012897867,0.61558003761878,1.31910008061167,0.0879400053741115,0.92337005642817,0.0439700026870557,0.0439700026870557,0.0879400053741115,7.56284046217358,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2016,2015,1478.76666666667,0.973784460022992,1.62297410003832,2.59675856006131,0.324594820007664,1.33895363253161,0.649189640015328,1.62297410003832,0.324594820007664,0.973784460022992,0,0,0.20287176250479,9.04808060771363,-0.232386553321771,-0.0517716246915992,-0.119502222927914,-0.593616410582114,0.576275740772407,-0.0517716246915992,-0.187232821164228,-0.729077607054743,-0.0517716246915992,0,0,-0.566524171287588,-0.164149747325843,-0.0772265175934901,2064649,310317.314,57500,776250,230000,2311283.686,4815174.34583333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"1986","Oskar Sundqvist",1994-03-23,2019-07-21,25,4,2750000,79500000,0.0345911949685535,1022.43333333333,0.821569458481401,0.997620056727415,1.81918951520882,-0.0586835327486715,1.29103772047077,0.762885925732729,1.6431389169628,0,0.0586835327486715,0.0586835327486715,0.117367065497343,0.117367065497343,6.63123920059988,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2019,2018,440.3,0.136270724506019,0.545082898024075,0.681353622530093,-0.681353622530093,1.90779014308426,0.136270724506019,0.681353622530093,0,0,0,0,0,5.58709970474676,5.02895054282268,0.83021712907117,1.66996381182147,-0.913872135102533,-0.323281061519903,4.59831121833534,1.41158021712907,0,0,0,0,0,0.186883991879726,1.32212885154062,954649,148317.314,27500,371250,110000,1138283.686,2371424.34583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"2005","Vladimir Tarasenko",1991-12-13,2015-07-07,23,8,7500000,69000000,0.108695652173913,1356.48333333333,1.63658479647127,1.59235277494502,3.22893757141629,1.19426458120876,1.37119266731376,1.28272862426126,2.43276118394378,0.353856172210004,0.796176387472509,0,0,0.265392129157503,11.6772536829301,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2015,2014,970.666666666667,1.29807692307692,1.35989010989011,2.65796703296703,1.23626373626374,0.989010989010989,0.989010989010989,2.22527472527473,0.309065934065934,0.432692307692308,0,0,0.18543956043956,8.40659340659341,0.260776435800088,0.170942242585831,0.214814755550933,-0.0339726498666896,0.386428141395029,0.296981164530833,0.0932408283401661,0.144921303861701,0.84005209549202,0,0,0.431151629827126,0.389058934832211,0.397475961538462,2712149,404817.314,75000,1012500,300000,2995533.686,6240695.17916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"2007","Jaden Schwartz",1992-06-25,2016-07-15,24,5,5350000,71400000,0.0749299719887955,567.6,0.845665961945032,1.47991543340381,2.32558139534884,0.845665961945032,0.845665961945032,0.739957716701903,1.79704016913319,0.105708245243129,0.528541226215645,0,0,0.105708245243129,6.65961945031712,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2016,2015,1368.75,1.22739726027397,1.53424657534247,2.76164383561644,0.56986301369863,0.701369863013699,0.876712328767123,1.97260273972603,0.350684931506849,0.701369863013699,0,0.0876712328767123,0.175342465753425,8.06575342465753,-0.311008758683177,-0.0354122621564482,-0.157899593946106,0.483981135143926,0.20573467230444,-0.155985729386892,-0.0890004698144233,-0.69856633192389,-0.246415829809725,0,-1,-0.39713266384778,-0.174333865704568,-0.585315068493151,1916649,288717.314,53500,722250,214000,2154883.686,4489341.0125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"2016","Ivan Barbashev",1995-12-14,2019-09-01,23,2,1475000,79500000,0.0185534591194969,921.333333333333,0.911722141823444,0.781476121562952,1.6931982633864,-0.260492040520984,1.10709117221418,0.781476121562952,1.5629522431259,0,0,0.130246020260492,0.130246020260492,0.065123010130246,3.90738060781476,0.48,622050,0.37,167307.5,8424,0.054,272.21,0.01,2019,2018,646.6,0.649551500154655,0.55675842870399,1.20630992885865,-0.092793071450665,0.37117228580266,0.649551500154655,1.20630992885865,0,0,0,0,0.092793071450665,4.17568821527993,0.403617945007236,0.403617945007236,0.403617945007236,1.80723589001447,1.98268813314038,0.203101095720488,0.295647333852833,0,0,0,0,-0.298191027496382,-0.0642547033285096,0.424889163831323,482899,79467.314,14750,199125,59000,639758.686,1332830.59583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"2029","Yanni Gourde",1991-12-15,2018-11-02,27,6,5166666,75000000,0.06888888,1324.3,1.13267386543834,1.76697123008382,2.89964509552216,1.54043645699615,2.26534773087669,0.770218228498075,2.22004077625916,0.317148682322737,0.588990410027939,0.0453069546175338,0.0906139092350676,0.226534773087669,6.1617458279846,0.55,622050,0.37,167307.5,0,0,0,0,2018,2017,307.333333333333,1.17136659436009,0.390455531453362,1.56182212581345,-0.195227765726681,1.56182212581345,0.976138828633406,1.36659436008677,0,0,0.195227765726681,0.195227765726681,0.195227765726681,5.85683297180043,-0.0330321259868944,3.52540965038133,0.856578318105163,-8.89045785194694,0.450451811019658,-0.210954214805306,0.624506028342017,0,0,-0.767927710236855,-0.535855420473709,0.160361448815727,0.052061046926259,3.3090021691974,1848815.42,0,0,697499.91,206666.64,2413684.03,4388516.41818182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"2031","Alex Killorn",1989-09-14,2016-07-17,26,7,4450000,71400000,0.0623249299719888,1360.8,0.617283950617284,1.14638447971781,1.7636684303351,0.617283950617284,1.94003527336861,0.485008818342152,1.45502645502646,0.132275132275132,0.264550264550265,0,0.0440917107583774,0.132275132275132,6.79012345679012,0.55,622050,0.37,167307.5,0,0,0,0,2016,2015,1202.26666666667,0.748586004214262,1.14783187312854,1.8964178773428,0.399245868914273,1.79660641011423,0.648774536985694,1.69679494288566,0.0499057336142841,0.149717200842852,0.0499057336142841,0.0499057336142841,0.249528668071421,6.48774536985694,-0.175400091449474,-0.0012609803270029,-0.0700001031385047,0.546124828532236,0.0798332135780696,-0.252423159830567,-0.142485389217415,1.65049970605526,0.766999804036841,-1,-0.116500097981579,-0.469900058788948,0.0466075762372059,0.131862038371964,1583649,0,0,600750,178000,2087601,3795638.18181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2035","Ryan Callahan",1985-03-21,2014-06-25,29,6,5800000,64300000,0.0902021772939347,1212.25,0.841410600123737,0.940400082491235,1.78181068261497,0.0494947411837492,1.18787378840998,0.445452670653743,1.13837904722623,0.346463188286245,0.593936894204991,0.0494947411837492,0.0494947411837492,0.148484223551248,8.06764281295112,0.55,622050,0.37,167307.5,0,0,0,0,2014,2013,968.25,0.99147947327653,0.929512006196747,1.92099147947328,0.557707203718048,0.743609604957397,0.495739736638265,1.23934934159566,0.371804802478699,0.495739736638265,0.123934934159566,0.185902401239349,0.247869868319132,8.92331525948877,-0.15135852753145,0.0117137554134872,-0.0724525841709963,-0.911253179349694,0.597442771705506,-0.101438440915653,-0.0814704062693338,-0.0681583831717881,0.19808207877913,-0.600639307073623,-0.733759538049082,-0.400958960610435,-0.0958917646250084,0.252001032791118,2083149,0,0,783000,232000,2701851,4912456.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"2037","Ondrej Palat",1991-03-28,2017-07-14,26,5,5300000,73000000,0.0726027397260274,1433.75,0.711421098517873,1.46469049694856,2.17611159546643,0.334786399302528,1.63208369659983,0.502179598953792,1.54838709677419,0.20924149956408,0.627724498692241,0,0,0.125544899738448,6.7794245858762,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,1110.83333333333,0.864216054013503,1.29632408102025,2.16054013503376,0.54013503375844,1.08027006751688,0.702175543885971,1.62040510127532,0.054013503375844,0.378094523630908,0.108027006751688,0.162040510127532,0.216054013503376,6.31957989497374,-0.176801801801802,0.12987987987988,0.00720720720720712,-0.38018018018018,0.510810810810811,-0.284823284823285,-0.0444444444444442,2.87387387387387,0.660231660231661,-1,-1,-0.418918918918919,0.0727650727650728,0.290697674418605,1898149,0,0,715500,212000,2474351,4498820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2046","Adam Erne",1995-04-20,2019-08-14,24,1,1050000,79500000,0.0132075471698113,685.75,0.612468100619759,1.13744075829384,1.7499088589136,0.874954429456799,3.4998177178272,0.4374772147284,1.57491797302224,0.17499088589136,0.17499088589136,0,0,0.26248632883704,6.12468100619759,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,232.683333333333,0.773583554186663,0.257861184728888,1.03144473891555,-0.257861184728888,2.83647303201776,0.773583554186663,1.03144473891555,0,0,0,0,0.257861184728888,7.47797435713774,-0.208271559930328,3.41105845181675,0.696560943006441,-4.39312188601288,0.233862504004684,-0.43447968566452,0.526904848705797,0,0,0,0,0.0179365658038646,-0.18097057923827,1.94713845713058,325649,0,0,141750,42000,540601,982910.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2058","Brayden Point",1996-03-13,2019-09-23,23,3,6750000,79500000,0.0849056603773585,1494.41666666667,1.6461272514359,2.04762170300563,3.69374895444153,1.08403501923828,1.12418446439525,0.843138348296437,2.28851837394747,0.802988903139463,1.40523058049406,0,0,0.281046116098812,7.66854402498188,0.55,622050,0.37,167307.5,0,0,0,0,2019,2018,1608.56666666667,1.19360921731562,1.26820979339785,2.46181901071347,0.671405184740038,0.895206912986717,0.895206912986717,1.86501440205566,0.186501440205566,0.410303168452245,0.11190086412334,0.186501440205566,0.447603456493358,8.09416250492156,0.379117409245525,0.614576479116712,0.500414505845833,0.614576479116712,0.255781705979665,-0.0581637205152512,0.227078124128701,3.30553727764456,2.42485919812636,-1,-1,-0.372109147010167,-0.0525833870620828,-0.0709637979982178,2434649,0,0,911250,270000,3134101,5698365.45454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"2066","Steven Stamkos",1990-02-07,2016-06-29,26,8,8500000,71400000,0.119047619047619,1520.75,1.42035180009864,1.10471806674338,2.52506986684202,0.11836265000822,1.49926023343745,0.828538550057537,1.49926023343745,0.552359033371692,0.90744698339635,0.0394542166694065,0.11836265000822,0.315633733355252,8.52211080059181,0.55,622050,0.37,167307.5,0,0,0,0,2016,2015,1588.06666666667,1.6246169346375,1.09567188615088,2.72028882078838,0.0755635783552328,1.8513076697032,1.13345367532849,1.77574409134797,0.491163259309013,0.94454472944041,0,0,0.226690735065698,10.1255194996012,-0.125731260202853,0.00825628612621174,-0.071764054042535,0.566398158803222,-0.190161496128946,-0.269014192558496,-0.155700283198263,0.124593549910006,-0.0392757959340239,0,0,0.392353918936197,-0.158353228105731,-0.0423890684689979,3082149,0,0,1147500,340000,3930351,7146092.72727273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"2085","Tyler Johnson",1990-07-29,2017-07-10,26,7,5000000,73000000,0.0684931506849315,1241.9,0.917948305016507,1.25613978581206,2.17408809082857,-0.241565343425397,1.35276592318222,0.628069892906031,1.35276592318222,0.289878412110476,0.821322167646348,0,0,0.144939206055238,6.28069892906031,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,1182.2,0.710539671798342,1.21806800879716,1.9286076805955,0.203011334799526,1.01505667399763,0.558281170698697,1.26882084249704,0.152258501099645,0.659786838098461,0,0,0.355269835899171,8.47572322788022,0.291902959750612,0.031255871379875,0.127283746042778,-2.18991062082293,0.332699895321685,0.125006405141682,0.0661599162573476,0.903856993316692,0.244829572553222,0,0,-0.59203064428928,-0.258977816972545,0.0504990695313822,1787149,0,0,675000,200000,2337851,4250638.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"2086","Nikita Kucherov",1993-06-17,2018-07-10,26,8,9500000,75000000,0.126666666666667,1585.33333333333,1.47603027754415,2.30866274179983,3.78469301934399,0.567703952901598,1.58957106812447,1.17325483599664,2.42220353238015,0.302775441547519,1.36248948696384,0,0,0.264928511354079,10.5592935239697,0.55,622050,0.37,167307.5,0,0,0,0,2018,2017,1438.06666666667,1.66890732928469,1.87752074544527,3.54642807472996,0.542394882017524,1.58546196282045,0.959621714338696,2.21130221130221,0.709285614945992,1.33512586342775,0,0,0.29205878262482,10.2637800751008,-0.115570857863751,0.229633679095412,0.0671844852322762,0.0466617066701172,0.0025917400734806,0.222622225472629,0.0953742640874686,-0.573126205907089,0.0204951640033642,0,0,-0.0928931875525654,0.0287918726537981,0.102406008066385,3452149,0,0,1282500,380000,4385351,7973365.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"2114","Jonathan Drouin",1995-03-28,2017-06-15,22,6,5500000,73000000,0.0753424657534247,1292.1,0.975156721615974,1.48595309960529,2.46110982122127,-0.603668446714651,0.742976549802647,0.557232412351985,1.25377292779197,0.417924309263989,1.2073368934293,0,0,0.278616206175993,8.49779428836777,0.55,622050,0.37,167307.5,0,0,0,0,2017,2016,303.45,0.790904597132971,1.18635689569946,1.97726149283243,0.197726149283243,0.790904597132971,0.790904597132971,1.58180919426594,0,0.395452298566485,0,0,0.197726149283243,4.94315373208107,0.232963779893197,0.252534633542295,0.244706292082656,-4.05305316925935,-0.0605990248432784,-0.295449268632459,-0.207380427211516,0,2.05305316925935,0,0,0.409101462735083,0.719103784536801,3.25803262481463,1972149,0,0,742500,220000,2565351,4664274.54545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"2125","Nazem Kadri",1990-10-06,2016-04-13,25,6,4500000,69000000,0.0652173913043478,1284.8,0.840597758405978,0.980697384806974,1.82129514321295,-0.326899128268991,1.30759651307597,0.653798256537983,1.44769613947696,0.140099626400996,0.326899128268991,0.0466998754669987,0.0466998754669987,0.0466998754669987,8.21917808219178,0.76,214368,0.33,49644.31,220000,0.1316,21619.07,0,2015,2014,1355.9,0.885021019249207,1.32753152887381,2.21255254812302,-0.486761560587064,2.96482041448484,0.575263662511985,1.41603363079873,0.309757356737223,0.796518917324287,0,0,0.0885021019249207,6.54915554244413,-0.050194582814446,-0.261262453300125,-0.176835305105853,-0.328420412091022,-0.558962658686642,0.136519302615193,0.022359997665006,-0.547711706102117,-0.589590251833403,0,0,-0.472330323785803,0.254998148833765,-0.0524374953905153,1463902.87,584867.07,0,607500,180000,1663730.06,2189118.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"2134","Zach Hyman",1992-06-09,2017-07-05,25,4,2250000,73000000,0.0308219178082192,1369.4,0.438148094055791,0.788666569300424,1.22681466335621,0.0876296188111582,1.31444428216737,0.262888856433475,1.0515554257339,0,0,0.175259237622316,0.175259237622316,0.131444428216737,6.83511026727034,0.76,214368,0.33,49644.31,220000,0.1316,21619.07,0,2017,2016,250.933333333333,0.956429330499469,0.478214665249734,1.4346439957492,0,4.30393198724761,0.956429330499469,1.4346439957492,0,0,0,0,0,8.84697130712008,-0.54189182610389,0.649189426025997,-0.144864742060594,0,-0.694594550735926,-0.725135095662334,-0.267026921766223,0,0,0,0,0,-0.227406755375209,4.45722635494155,721402.87,288767.07,0,303750,90000,846080.06,1113263.2368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"2146","Tyler Ennis",1989-10-06,2019-07-01,29,1,800000,79500000,0.010062893081761,506.6,1.42123963679431,0.710619818397157,2.13185945519147,-0.710619818397157,0.236873272799053,1.18436636399526,1.53967627319384,0.236873272799053,0.592183181997631,0,0,0.118436636399526,9.59336754836163,0.76,214368,0.33,49644.31,220000,0.1316,21619.07,0,2019,2018,873.566666666667,0.549471515244019,0.961575151677033,1.51104666692105,-0.0686839394055023,0.824207272866028,0.412103636433014,1.30499484870454,0.137367878811005,0.206051818216507,0,0,0.206051818216507,7.89865303163277,1.58655744176865,-0.260983588066099,0.410849513691993,9.34622976707462,-0.712604728692372,1.87395271307628,0.179833219052368,0.724371627845769,1.87395271307628,0,0,-0.425209457384744,0.214557407439194,-0.420078604952875,242902.87,97947.07,0,108000,32000,319150.06,419934.289473684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"2148","Kasperi Kapanen",1996-07-23,2019-06-28,22,3,3200000,79500000,0.040251572327044,1296.1,0.925854486536533,1.11102538384384,2.03687987038037,0.55551269192192,1.24990355682432,0.786976313556053,1.80541624874624,0.0462927243268266,0.13887817298048,0.0925854486536533,0.0925854486536533,0.13887817298048,8.05493403286783,0.76,214368,0.33,49644.31,220000,0.1316,21619.07,0,2019,2018,427.5,0.982456140350877,0.280701754385965,1.26315789473684,-0.140350877192982,0.56140350877193,0.842105263157895,1.12280701754386,0,0,0.140350877192982,0.140350877192982,0.140350877192982,7.71929824561403,-0.057612397632458,2.95802792994368,0.612529897384461,-4.95802792994368,1.22639071059332,-0.0654656276521875,0.607948846539619,0,0,-0.340328678342721,-0.340328678342721,-0.0104930175140808,0.043480090621515,2.03181286549708,1034902.87,413787.07,0,432000,128000,1191310.06,1567513.2368421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
