PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
1100. Cody Goloubef,OTT,29,"Nov 30, 1989",Canada,D,Right,,,,18,0,1,1,0.06,-3,10,0,16:21,-,-,-,-,-,Standard (2-way),✔,"June 25, 2019",29,,,,1,UFA,UFA,2020,"$800,000",1.00%,"$800,000","$800,000","$800,000","$425,000",$0,$0
1101. Eric Robinson,CBJ,24,"Jun 14, 1995",United States,LW,Left,,✓,,26,5,4,9,0.35,7,37,0.14,10:42,-,-,-,-,-,Standard (2-way),✔,"June 25, 2019",24,,,,1,RFA,RFA,2020,"$874,125",1.10%,"$874,125","$874,125","$874,125","$70,000",$0,$0
1102. Adam Clendening,CBJ,26,"Oct 26, 1992",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),✔,"June 25, 2019",26,✔,,,2,RFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$450,000",$0,$0
1103. Nolan Foote,TBL,18,"Nov 29, 2000",United States,LW,Left,✓,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"June 25, 2019",18,,,,3,ELC,RFA,2022,"$925,000",1.10%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
1104. Brian Elliott,PHI,34,"Apr 9, 1985",Canada,G,Left,,,,21,-,-,-,-,-,-,-,-,9,5,0,3.16,0.896,Standard (1-way),✔,"June 26, 2019",34,,,,1,UFA,UFA,2020,"$2,000,000",2.50%,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0
1105. Mike Reilly,OTT,25,"Jul 13, 1993",United States,D,Left,,,,18,0,5,5,0.28,1,34,0,13:58,-,-,-,-,-,Standard (1-way),✔,"June 26, 2019",25,✔,,,2,RFA,UFA,2021,"$1,500,000",1.80%,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0
1106. Zach Trotman,PIT,28,"Aug 26, 1990",United States,D,Right,,,,5,0,0,0,0,1,6,0,15:35,-,-,-,-,-,Standard (2-way),✔,"June 26, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1107. Kevin Czuczman,PIT,28,"Jan 9, 1991",Canada,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),✔,"June 26, 2019",28,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1108. Jack Rodewald,FLA,25,"Feb 14, 1994",Canada,RW,Right,,✓,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),✔,"June 27, 2019",25,✔,,,1,RFA,RFA,2020,"$725,000",0.90%,"$725,000","$725,000","$725,000","$100,000",$0,$0
1109. Michael Hutchinson,TOR,29,"Mar 2, 1990",Canada,G,Right,,,,11,-,-,-,-,-,-,-,-,3,6,1,3.67,0.892,Standard (1-way),✔,"June 27, 2019",29,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1110. Sam Carrick,ANA,27,"Feb 4, 1992",Canada,C,Right,,,,9,1,1,2,0.22,-3,16,0.06,13:46,-,-,-,-,-,Standard (1-way),✔,"June 27, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1111. Carl Gunnarsson,STL,32,"Nov 9, 1986",Sweden,D,Left,,,,17,1,3,4,0.24,1,9,0.11,14:56,-,-,-,-,-,Standard (1-way),✔,"June 27, 2019",32,,,M-NTC,2,UFA,UFA,2021,"$1,750,000",2.10%,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
1112. Taylor Fedun,DAL,31,"Jun 4, 1988",Canada,D,Right,,,,27,2,7,9,0.33,3,40,0.05,13:45,-,-,-,-,-,Standard (2-way),✔,"June 27, 2019",31,,,,2,UFA,UFA,2021,"$737,500",0.90%,"$737,500","$700,000","$700,000","$350,000",$0,$0
1113. Tom Kühnhackl,NYI,27,"Jan 21, 1992",Germany,RW,Left,,,,17,3,1,4,0.24,-2,21,0.14,11:28,-,-,-,-,-,Standard (1-way),✔,"June 28, 2019",27,,,,1,UFA,UFA,2020,"$850,000",1.00%,"$850,000","$850,000","$850,000","$850,000",$0,$0
1114. Dylan Sikura,CHI,24,"Jun 1, 1995",Canada,"LW, RW, C",Left,,✓,,7,1,2,3,0.43,0,9,0.11,10:08,-,-,-,-,-,Standard (2-way),✔,"June 28, 2019",24,,,,2,RFA,RFA,2021,"$750,000",0.90%,"$750,000","$700,000","$700,000","$250,000",$0,$0
1115. John Quenneville,CHI,23,"Apr 16, 1996",Canada,"LW, C",Left,,,,9,0,0,0,0,-1,14,0,11:02,-,-,-,-,-,Standard (2-way),✔,"June 28, 2019",23,,,,2,RFA,RFA,2021,"$750,000",0.90%,"$750,000","$700,000","$700,000","$250,000",$0,$0
1116. Alex Nedeljkovic,CAR,23,"Jan 7, 1996",United States,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),✔,"June 28, 2019",23,,,,2,RFA,RFA,2021,"$737,500",0.90%,"$737,500","$725,000","$725,000","$70,000",$0,$0
1117. Kasperi Kapanen,TOR,22,"Jul 23, 1996",Finland,RW,Right,,,,45,10,17,27,0.6,1,77,0.13,16:13,-,-,-,-,-,Standard (1-way),✔,"June 28, 2019",22,,,,3,RFA,RFA,2022,"$3,200,000",3.90%,"$3,200,000","$4,400,000","$700,000","$4,400,000","$3,700,000",$0
1118. Andreas Johnsson,TOR,24,"Nov 21, 1994",Sweden,LW,Left,,,,30,6,10,16,0.53,2,66,0.09,16:58,-,-,-,-,-,Standard (1-way),✔,"June 28, 2019",24,✔,,,4,RFA,UFA,2023,"$3,400,000",4.20%,"$3,400,000","$5,000,000","$700,000","$5,000,000","$4,300,000",$0
1119. Martin Marincin,TOR,27,"Feb 18, 1992",Slovakia,D,Left,,,,13,0,0,0,0,3,11,0,14:19,-,-,-,-,-,Standard (1-way),✔,"June 29, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1120. Doyle Somerby,CBJ,24,"Jul 4, 1994",United States,D,Left,,✓,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),✔,"June 29, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$80,000",$0,$0
1121. Alan Quine,CGY,26,"Feb 25, 1993",Canada,C,Left,,,,9,1,0,1,0.11,-1,12,0.08,9:48,-,-,-,-,-,Standard (2-way),✔,"June 29, 2019",26,✔,,,1,RFA,UFA,2020,"$735,000",0.90%,"$735,000","$735,000","$735,000","$400,000",$0,$0
1122. Michael Sgarbossa,WSH,26,"Jul 25, 1992",Canada,C,Left,,,,2,0,0,0,0,0,1,0,8:06,-,-,-,-,-,Standard (2-way),✔,"June 29, 2019",26,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1123. Joonas Korpisalo,CBJ,25,"Apr 28, 1994",Finland,G,Left,,,✔,32,-,-,-,-,-,-,-,-,17,10,2,2.49,0.913,Standard (1-way),,"July 1, 2019",25,✔,,,1,RFA,RFA,2020,"$1,150,000",1.40%,"$1,150,000","$1,150,000","$1,150,000","$1,150,000",$0,$0
1124. Landon Bow,DAL,23,"Aug 24, 1995",Canada,G,Left,,✓,✔,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",23,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$90,000",$0,$0
1125. Luke Schenn,TBL,29,"Nov 2, 1989",Canada,D,Right,,,,15,1,0,1,0.07,-9,13,0.08,12:33,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1126. Corey Perry,DAL,34,"May 16, 1985",Canada,RW,Right,,,,34,3,10,13,0.38,0,42,0.07,13:08,-,-,-,-,-,Standard (1-way),,"July 1, 2019",34,,,NTC,1,UFA,UFA,2020,"$1,500,000",1.80%,"$3,250,000","$1,500,000","$1,500,000","$1,500,000",$0,"$1,750,000"
1127. Ron Hainsey,OTT,38,"Mar 24, 1981",United States,D,Left,,,,38,1,7,8,0.21,4,29,0.03,19:57,-,-,-,-,-,35+ (1-way),,"July 1, 2019",38,,,M-NTC,1,UFA,UFA,2020,"$3,500,000",4.30%,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
1128. Nathan Beaulieu,WPG,26,"Dec 5, 1992",Canada,D,Left,,,,21,0,4,4,0.19,5,13,0,15:56,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
1129. Keith Kinkaid,MTL,29,"Jul 4, 1989",United States,G,Left,,,,6,-,-,-,-,-,-,-,-,1,1,0,4.24,0.875,Standard (1-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$1,750,000",2.10%,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0
1130. Jason Spezza,TOR,36,"Jun 13, 1983",Canada,"C, RW",Right,,,,33,6,11,17,0.52,-4,42,0.14,10:49,-,-,-,-,-,35+ (1-way),,"July 1, 2019",36,,,NTC,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1131. Andrew Hammond,BUF,31,"Feb 11, 1988",Canada,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (1-way),,"July 1, 2019",31,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1132. Tim Heed,SJS,28,"Jan 27, 1991",Sweden,D,Right,,,,24,0,1,1,0.04,-2,26,0,11:24,-,-,-,-,-,Standard (1-way),,"July 1, 2019",28,,,,1,UFA,UFA,2020,"$960,000",1.20%,"$960,000","$960,000","$860,000","$960,000","$100,000",$0
1133. Maxime Lagacé,BOS,26,"Jan 12, 1993",Canada,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1134. Curtis Lazar,BUF,24,"Feb 2, 1995",Canada,"C, RW",Right,,,✔,15,3,1,4,0.27,-3,10,0.3,10:34,-,-,-,-,-,Standard (1-way),,"July 1, 2019",24,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1135. Oscar Fantenberg,VAN,27,"Oct 7, 1991",Sweden,D,Left,,,,17,1,1,2,0.12,-4,22,0.05,16:18,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$850,000",1.00%,"$850,000","$850,000","$850,000","$850,000",$0,$0
1136. Andrej Sekera,DAL,33,"Jun 8, 1986",Slovakia,D,Left,,,,41,2,5,7,0.17,9,44,0.05,18:26,-,-,-,-,-,Standard (1-way),,"July 1, 2019",33,,,,1,UFA,UFA,2020,"$1,500,000",1.80%,"$2,000,000","$1,500,000","$1,500,000","$1,500,000",$0,"$500,000"
1137. Tyler Graovac,VAN,26,"Apr 27, 1993",Canada,C,Left,,,,8,2,0,2,0.25,-2,5,0.4,6:15,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1138. John Gilmour,BUF,26,"May 17, 1993",Canada,D,Left,,,,4,0,0,0,0,-2,5,0,17:02,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1139. Cam Talbot,CGY,31,"Jul 5, 1987",Canada,G,Left,,,,16,-,-,-,-,-,-,-,-,7,7,0,2.54,0.922,Standard (1-way),,"July 1, 2019",31,,,,1,UFA,UFA,2020,"$2,750,000",3.40%,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
1140. Kurtis Gabriel,PHI,26,"Apr 20, 1993",Canada,RW,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$175,000",$0,$0
1141. Riley Barber,MTL,25,"Feb 7, 1994",United States,RW,Right,,,✔,9,0,0,0,0,-1,6,0,8:15,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$300,000",$0,$0
1142. Jean-François Bérubé,PHI,27,"Jul 13, 1991",Canada,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1143. Colin Wilson,COL,29,"Oct 20, 1989",United States,"C, LW",Left,,,,9,0,4,4,0.44,6,12,0,12:38,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$2,600,000",3.20%,"$2,600,000","$2,600,000","$2,600,000","$2,600,000",$0,$0
1144. Markus Granlund,EDM,26,"Apr 16, 1993",Finland,"RW, LW, C",Left,,,,31,3,1,4,0.13,-1,23,0.13,10:59,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$1,300,000",1.60%,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0
1145. Jordan Szwarz,OTT,28,"May 14, 1991",Canada,RW,Right,,,,3,0,0,0,0,0,2,0,4:55,-,-,-,-,-,Standard (2-way),,"July 1, 2019",28,,,,1,UFA,UFA,2020,"$800,000",1.00%,"$800,000","$800,000","$800,000","$425,000",$0,$0
1146. Mike Smith,EDM,37,"Mar 22, 1982",Canada,G,Left,,,,24,-,-,-,-,-,-,-,-,10,9,1,3.01,0.9,35+ (1-way),,"July 1, 2019",37,,,NTC,1,UFA,UFA,2020,"$2,000,000",2.50%,"$3,750,000","$2,000,000","$2,000,000","$2,000,000",$0,"$1,750,000"
1147. Tyler Ennis,OTT,29,"Oct 6, 1989",Canada,"C, LW, RW",Left,,,,45,11,14,25,0.56,-5,92,0.12,14:49,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$800,000",1.00%,"$800,000","$800,000","$800,000","$800,000",$0,$0
1148. Tomas Nosek,VGK,26,"Sep 1, 1992",Czech Republic,"C, LW",Left,,,,44,5,4,9,0.2,1,63,0.08,11:15,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
1149. Wayne Simmonds,NJD,30,"Aug 26, 1988",Canada,"RW, LW",Right,,,,44,4,12,16,0.36,-12,89,0.04,15:21,-,-,-,-,-,Standard (1-way),,"July 1, 2019",30,,,,1,UFA,UFA,2020,"$5,000,000",6.10%,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
1150. Andy Welinski,PHI,26,"Apr 27, 1993",United States,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
1151. Kevin Gravel,TOR,27,"Mar 6, 1992",United States,D,Left,,,,3,0,0,0,0,0,2,0,11:05,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1152. Daniel Carr,NSH,27,"Nov 1, 1991",Canada,LW,Left,,,,11,1,0,1,0.09,-5,14,0.07,10:20,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1153. Samuel Blais,STL,23,"Jun 17, 1996",Canada,RW,Left,,,,20,5,3,8,0.4,2,29,0.17,13:28,-,-,-,-,-,Standard (1-way),,"July 1, 2019",23,,,,1,RFA,RFA,2020,"$850,000",1.00%,"$850,000","$850,000","$850,000","$850,000",$0,$0
1154. Kyle Criscuolo,PHI,27,"May 5, 1992",United States,C,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1155. Tomas Jurco,EDM,26,"Dec 28, 1992",Slovakia,"RW, LW",Left,,,,12,0,2,2,0.17,1,7,0,9:58,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$700,000","$750,000","$50,000",$0
1156. Nick Shore,WPG,26,"Sep 26, 1992",United States,C,Right,,,,37,3,2,5,0.14,1,21,0.14,9:13,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
1157. Beau Bennett,ARI,27,"Nov 27, 1991",United States,"RW, LW",Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",27,✔,,,1,UFA,UFA,2020,"$725,000",0.90%,"$725,000","$725,000","$725,000","$200,000",$0,$0
1158. Brett Ritchie,BOS,25,"Jul 1, 1993",Canada,RW,Right,,,✔,25,2,4,6,0.24,-2,31,0.06,10:22,-,-,-,-,-,Standard (1-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$1,000,000",1.20%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
1159. Brendan Gaunce,BOS,25,"Mar 21, 1994",Canada,"LW, C",Left,,,✔,1,0,1,1,1,1,0,0,9:10,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1160. Ryan Fitzgerald,BOS,24,"Oct 19, 1994",United States,"C, RW",Left,,✓,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",24,✔,,,1,RFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$90,000",$0,$0
1161. Zane McIntyre,VAN,26,"Aug 20, 1992",United States,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1162. Brendan Leipsic,WSH,25,"May 19, 1994",Canada,LW,Left,,,✔,46,3,7,10,0.22,7,44,0.07,9:23,-,-,-,-,-,Standard (1-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
1163. Nick Lappin,STL,26,"Nov 1, 1992",United States,RW,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$375,000",$0,$0
1164. Michael Vecchione,STL,26,"Feb 25, 1993",United States,C,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1165. Derrick Pouliot,STL,25,"Jan 16, 1994",Canada,D,Left,,,✔,2,0,0,0,0,-1,1,0,8:20,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$425,000",$0,$0
1166. Brandon Davidson,CGY,27,"Aug 21, 1991",Canada,D,Left,,,,3,0,0,0,0,-3,8,0,13:32,-,-,-,-,-,Standard (2-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1167. Byron Froese,CGY,28,"Mar 12, 1991",Canada,C,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",28,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1168. Joakim Ryan,LAK,26,"Jun 17, 1993",United States,D,Left,,,,27,1,2,3,0.11,-4,32,0.03,18:48,-,-,-,-,-,Standard (1-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$725,000",0.90%,"$725,000","$725,000","$725,000","$725,000",$0,$0
1169. Martin Frk,LAK,25,"Oct 5, 1993",Czech Republic,RW,Right,,,✔,4,3,0,3,0.75,0,7,0.43,12:42,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1170. Reece Scarlett,DAL,26,"Mar 31, 1993",Canada,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$110,000",$0,$0
1171. Scott Wedgewood,TBL,26,"Aug 14, 1992",Canada,G,Left,,,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1172. Chris Mueller,ANA,33,"Mar 6, 1986",United States,C,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",33,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1173. Spencer Martin,TBL,24,"Jun 8, 1995",Canada,G,Left,,,✔,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Standard (2-way),,"July 1, 2019",24,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$100,000",$0,$0
1174. Brett Lernout,VGK,23,"Sep 24, 1995",Canada,D,Right,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",23,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$112,500",$0,$0
1175. Jaycob Megna,VGK,26,"Dec 10, 1992",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",26,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$400,000",$0,$0
1176. Robin Lehner,CHI,27,"Jul 24, 1991",Sweden,G,Left,,,,26,-,-,-,-,-,-,-,-,13,7,0,2.88,0.923,Standard (1-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$5,000,000",6.10%,"$5,000,000","$5,000,000","$4,000,000","$5,000,000","$1,000,000",$0
1177. Dakota Mermis,NJD,25,"Jan 5, 1994",United States,D,Left,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$200,000",$0,$0
1178. Ben Street,NJD,32,"Feb 13, 1987",Canada,C,Left,,,,3,0,1,1,0.33,1,4,0,8:07,-,-,-,-,-,Standard (2-way),,"July 1, 2019",32,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$425,000",$0,$0
1179. Jake Dotchin,STL,25,"Mar 24, 1994",Canada,D,Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$425,000",$0,$0
1180. Cameron Schilling,WPG,30,"Oct 7, 1988",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",30,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$250,000",$0,$0
1181. Gaëtan Haas,EDM,27,"Jan 31, 1992",Switzerland,C,Right,,✓,,39,4,4,8,0.21,-1,39,0.1,9:41,-,-,-,-,-,Entry-Level,,"July 1, 2019",27,,,,1,ELC,UFA,2020,"$925,000",1.10%,"$1,562,500","$925,000","$832,500","$70,000","$92,500","$637,500"
1182. Jayson Megna,COL,29,"Feb 1, 1990",United States,RW,Right,,,,8,0,0,0,0,-1,4,0,6:42,-,-,-,-,-,Standard (2-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$350,000",$0,$0
1183. Dalton Prout,SJS,29,"Mar 13, 1990",Canada,D,Right,,,,2,0,0,0,0,0,2,0,12:48,-,-,-,-,-,Standard (1-way),,"July 1, 2019",29,,,,1,UFA,UFA,2020,"$800,000",1.00%,"$800,000","$800,000","$800,000","$800,000",$0,$0
1184. Greg McKegg,NYR,27,"Jun 17, 1992",Canada,"C, LW",Left,,,,31,1,3,4,0.13,-2,25,0.04,9:50,-,-,-,-,-,Standard (1-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$750,000",0.90%,"$750,000","$750,000","$750,000","$750,000",$0,$0
1185. T.J. Tynan,COL,27,"Feb 25, 1992",United States,C,Right,,,,14,0,1,1,0.07,-1,7,0,8:44,-,-,-,-,-,Standard (2-way),,"July 1, 2019",27,,,,1,UFA,UFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$425,000",$0,$0
1186. Justin Kirkland,CGY,22,"Aug 2, 1996",Canada,"LW, RW",Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",22,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$90,000",$0,$0
1187. Danny O'Regan,NYR,25,"Jan 30, 1994",Germany,"C, LW",Right,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),,"July 1, 2019",25,,,,1,UFA,RFA,2020,"$700,000",0.90%,"$700,000","$700,000","$700,000","$225,000",$0,$0
1188. Jordie Benn,VAN,31,"Jul 26, 1987",Canada,D,Left,,,,38,0,6,6,0.16,-5,50,0,16:35,-,-,-,-,-,Standard (1-way),,"July 1, 2019",31,,,,2,UFA,UFA,2021,"$2,000,000",2.50%,"$2,000,000","$2,400,000","$1,400,000","$2,400,000","$1,000,000",$0
1189. Ryan Murray,CBJ,25,"Sep 27, 1993",Canada,D,Left,,,,24,2,5,7,0.29,-7,29,0.07,19:43,-,-,-,-,-,Standard (1-way),,"July 1, 2019",25,✔,,,2,RFA,UFA,2021,"$4,600,000",5.60%,"$4,600,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
1190. Jean-Sébastien Dea,BUF,25,"Feb 8, 1994",Canada,C,Right,,,,1,0,0,0,0,0,0,0,5:53,-,-,-,-,-,Standard (1-way),,"July 1, 2019",25,,,,2,UFA,UFA,2021,"$700,000",0.90%,"$700,000","$700,000","$700,000","$700,000",$0,$0
